Genus,ndc407,ndc408,ndc409,ndc410,ndc411,ndc412,ndc413,ndc414,ndc415,ndc416,ndc417,ndc418,ndc419,ndc420,ndc421,ndc422,ndc423,ndc424,ndc425,ndc426,ndc427,ndc428,ndc429,ndc430,ndc431,ndc432,ndc433,ndc434,ndc435,ndc436,ndc437,ndc438,ndc439,ndc440,ndc441,ndc442,ndc443,ndc444,ndc445,ndc446,ndc447,ndc448,ndc449,ndc450,ndc451,ndc452,ndc453,ndc454,ndc455,ndc456,ndc457,ndc458,ndc459,ndc460,ndc461,ndc462,ndc463,ndc464,ndc465,ndc466,ndc467,ndc468,ndc469,ndc471,ndc470,ndc472,ndc473,ndc474,ndc475
Candidatus_Soleaferrea,0.0,0.0,0.0,0.0,0.0,0.0,7.395629183152759e-05,0.00014755593711434257,0.0,0.0,0.0,0.00031447158945734,0.0,0.0003454487132035433,0.00018072153071136513,0.00014324595330181928,0.0,0.00020603953383555468,0.0,0.0004211605720459247,0.0003597256161851717,5.770806643352608e-05,0.0,0.0,7.992007992007989e-05,0.0,0.00010973936899862827,0.0,0.00014378972191067787,0.0005242267655208567,0.00013711778417660765,0.00017265881290425404,0.0,3.0557677616501144e-05,0.0,0.0,0.0006331752968974413,0.0,0.0,0.0010143016533116951,0.0,0.0,0.0,0.0,1.9850722566301403e-05,0.0,0.0,9.956900843491743e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021420156367141487,0.0,0.0003011959683817696,0.0003686524746635209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus_Stoquefichus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015443299924327837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006934617799477095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005215832623196498,4.6919405866266284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caproiciproducens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006100103470109495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005819142479740105,0.0,0.00025711850959419353,0.0021046704917153736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catabacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001991436821666832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006450252428147908,0.0,0.0,0.0,0.00034632034632034627,0.0,0.0,0.0,0.0,0.0006490426620734416,0.0,0.00039844341439443235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041595764794857246,0.0,0.0,0.0,0.0,0.0,0.0007217748062604469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014374085577145204,0.0003305809409068203,0.000569735642661805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christensenella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001991436821666832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013320013320013317,0.0,0.0,0.0,0.0,0.0003494845103472378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026591703388542784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048769218922456946,0.0003379271840380829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christensenellaceae_R-7_group,0.10158489293542405,0.07010345664306354,0.12186062964273081,0.049695400888135136,0.06310517529215358,0.09455128205128209,0.047788090571805414,0.06559532113537592,0.0,0.0,0.0,0.003085752471550149,0.01799263168375982,0.01685296222271572,0.0,0.00033424055770424495,0.0,0.022136372416457405,0.03235387976532389,0.007635824284484809,0.047942741605368586,0.00034624839860115654,0.0,0.0009619193119447747,0.1198135198135198,0.0,0.0024691358024691358,0.0,0.07459810772725968,0.10135050800069899,0.006231241525359171,0.00739776606058996,0.00040573437922639973,0.0037891520244461427,0.0,0.0,0.006069216870260839,0.012064965197215777,0.00018646280067126614,0.00841870372248707,0.011835885800718472,0.01195907645513618,0.0,0.017464788732394362,0.0010719390185802758,0.0,0.022754900471053035,0.0,0.0005622663080657105,0.0,0.14148912058023574,0.0,0.0,0.0023341580691844457,0.0,0.0020980488146024197,0.05411758121834516,0.006747349255649569,0.07975050694319671,0.013399547471423112,0.009135878599388709,0.04946211638372249,0.07704445934750875,0.048687465640461794,0.123285530069165,0.031523860946131174,0.07158017153656052,0.02081983692617,0.015617128463476068
Cloacibacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005647547834730161,0.00045361218545576104,0.0,0.0,0.0,0.0,0.0,0.00019620742587398872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_sensu_stricto_1,0.0029505985499915697,0.0,0.0,0.001495101867761587,0.0014023372287145241,0.0020032051282051285,0.0011093443774729138,0.0005365670440521547,0.0,0.041891859717625775,0.0,0.0011596139861239413,0.0009260181220750767,0.0059466528487181385,0.0,0.00028649190660363856,0.0,0.0016611937415491596,0.001227385423570709,0.00595118199630111,0.0071200863341478815,0.0025391549230751476,0.0,0.002338784209434354,0.000506160506160506,0.0,0.0,0.0010502822633582775,0.004457481379231014,0.011083651613869542,0.008592714475067414,0.0,0.0034352177441168506,0.0,0.0,0.002581894465063741,0.0,0.0017014694508894045,0.0387469699794891,0.0,0.003630175836642087,0.0015899350200470066,0.0012830298994689232,0.0,0.06459425123074478,0.0,0.0060401154839690024,0.0,0.0009933371442494218,0.001189918148054664,0.01631912964641886,0.0,0.0012273703590058298,0.003221138135474535,0.0,0.008042520455975942,0.00041973304978033994,0.0,0.01239764881028774,0.0007566630425200552,0.0007238994047938227,0.005832705641501051,0.0,0.0016492578339747114,0.0,0.0012875358225692573,0.0034888791975577834,0.0,0.00047019311502938694
Clostridium_sensu_stricto_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002404704649889288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008606324733112375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035163646199621305,0.0,0.0,5.867941966053957e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000924569364038519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006997251079932885,0.0,0.0007713555287825807,4.6919405866266284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_sensu_stricto_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018642413275874382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026049096344443474,0.0,0.021007554639841632,0.001546615364303363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.801912949080936e-05,0.06466109678316066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003006558054756939,0.0,0.0,0.0,0.0,0.0,0.004511278195488721,0.0,0.0,0.0,0.0,0.0,0.021527257148977196,0.0,0.0,0.00746688830500295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coprococcus_1,0.004931714719271623,0.003639732645092978,0.002551922785385821,0.003525762613527324,0.003750695603784084,0.0,0.005743938665581976,0.004855931748672,0.0,0.0,0.0,0.002712317459069558,0.003843473065816986,0.0,0.00070029593150654,0.00011937162775151606,0.0,0.0014036443242547163,0.0017183395929989927,0.009741627144714432,0.004614411352444272,0.0,0.005979073243647233,0.00047152907448273264,0.003996003996003995,0.0,0.0010973936899862826,0.0,0.00037385327696776247,0.003919219151751167,0.0017520605755899866,0.002443786274952518,0.00043278333784149296,0.0011611917494270436,0.0,0.0003960860827086421,0.005667691072228316,0.0,0.0,0.0,0.0,0.0025577215539886624,0.0,0.0,0.005836112434492612,0.0,0.0058881628931773304,0.0016500007112072031,0.00016867989241971314,0.0016947319078354306,0.00651631912964642,0.0,0.0,0.0009803463890574672,0.0,0.0032170081823903766,0.0034977754148361653,0.005140837528113958,0.009214815575348444,0.0015133260850401105,0.0060593061290149615,0.0030129207949475627,0.003866030218154561,0.0031267179769103905,0.0033996326833652473,0.0016198031316193885,0.002413141444977467,0.0021221936780967277,0.0005037783375314859
